naam,calorieen,eiwitten,koolhydraten,vetten,vezels,gewicht_per_stuk,ml_per_portie,standaard_eenheid
Kalfsvleesreepjes gebakken,185.0,27.1,0.0,8.5,0.2,0.0,0.0,
Kalfssukadelappen bereid,158.0,27.0,0.0,5.5,0.1,60.0,0.0,
Kalfsbraadworst gebakken,237.0,22.9,0.4,16.0,0.0,0.0,0.0,
Kalfsriblappen bereid,197.0,27.0,0.0,9.9,0.0,60.0,0.0,
Kalfslappen mager bereid,142.0,28.4,0.0,3.1,0.1,60.0,0.0,
Kalfsoester bereid,143.0,28.8,0.0,3.1,0.1,60.0,0.0,
Cracker VitaLU verrijkt m calcium,419.0,12.0,67.5,9.2,9.0,0.0,0.0,
Yoghurtdrank 7-9g KH,39.0,1.8,7.8,0.0,0.0,0.0,150.0,bakje
Chips naturel,541.0,6.4,51.3,33.5,4.1,0.0,0.0,
Chips paprika ea smaken,536.0,6.3,53.1,32.3,4.0,150.0,0.0,stuk
Kaas Mascarpone,455.0,7.6,0.3,47.0,0.0,0.0,0.0,
Chips light paprika ea smaken,481.0,7.2,63.5,21.0,4.6,150.0,0.0,stuk
Fritessticks naturel,515.0,6.5,61.0,26.6,3.0,0.0,0.0,
Fritessticks paprika,529.0,6.5,60.0,28.5,3.5,150.0,0.0,stuk
Chips Lays Sensations diverse smaken,511.0,6.8,58.0,27.1,3.9,0.0,0.0,
Pasta chocolade- wit,592.0,4.6,53.0,40.0,0.6,0.0,0.0,
Soep 1-kops bereid,40.0,1.0,5.4,1.6,0.2,60.0,250.0,kom
Koek eier- volkoren/meergranen,305.0,8.0,59.3,3.2,3.8,60.0,0.0,
Halvarineproduct Becel pro-activ calorie light,216.0,0.3,2.0,23.0,0.2,0.0,0.0,
Yoghurt volle Activia naturel,68.0,3.9,4.7,3.5,0.0,0.0,150.0,bakje
Yoghurtdrank Activia,64.0,3.0,10.8,0.9,0.5,0.0,150.0,bakje
Toast Melba naturel,398.0,12.7,79.3,2.4,4.1,0.0,0.0,
Toast Melba overige soorten,403.0,15.4,64.9,7.2,8.2,0.0,0.0,
Plantaardig alternatief voor roomijs/yoghurtijs obv kokos,195.0,1.4,21.8,11.2,0.7,0.0,150.0,bakje
Pizza m kaas en groenten diepvries onbereid,233.0,9.3,25.9,9.7,1.9,60.0,0.0,
Pizza m vlees diepvries onbereid,228.0,9.2,26.5,9.0,2.0,60.0,0.0,
Pizza m vis diepvries onbereid,225.0,9.6,25.3,9.0,1.9,60.0,0.0,
Pizza salami diepvries onbereid,259.0,9.9,27.4,11.8,2.0,60.0,0.0,
Pizza hawaii diepvries onbereid,221.0,8.5,27.4,8.2,1.8,60.0,0.0,
Rolmops,182.0,16.0,0.5,12.8,0.5,0.0,0.0,
Salade ei- maaltijd,193.0,4.3,11.7,14.1,1.4,60.0,0.0,
Salade zalm- maaltijd,199.0,3.1,15.9,13.2,2.1,0.0,0.0,
Salade vlees- maaltijd,168.0,3.8,14.2,10.2,2.3,0.0,0.0,
Kruidnoten m chocolade gem,488.0,6.2,65.9,21.6,2.6,150.0,0.0,handje
Zout zee-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Appeltjes gedroogd geweekt,85.0,0.6,18.9,0.1,2.8,135.0,0.0,stuk
Peren gedroogd geweekt,83.0,0.6,18.9,0.0,2.8,0.0,0.0,
Pruimen gedroogd geweekt,57.0,0.5,13.9,0.1,1.5,150.0,0.0,stuk
Tuttifrutti gedroogd geweekt,96.0,1.0,21.2,0.1,3.4,0.0,0.0,
Dreumesmelk Nutrilon 4 p 100 ml,65.0,1.5,8.5,2.6,0.8,0.0,200.0,glas
Peutermelk Nutrilon 5 p 100 ml,50.0,1.3,6.5,1.9,0.8,0.0,200.0,glas
Kaas smeer- 45+,231.0,14.3,1.0,18.9,0.0,0.0,0.0,
Worst Chorizo,358.0,20.7,3.4,29.1,0.0,0.0,0.0,
Worst grill-,310.0,13.2,3.1,27.2,0.0,0.0,0.0,
Kalkoenfilet (vleeswaar),113.0,19.8,3.2,2.4,0.0,0.0,0.0,
Spek katen-,309.0,14.0,1.2,27.6,0.0,0.0,0.0,
Worst knak- runder blik/glas,180.0,13.0,7.0,11.0,0.3,0.0,0.0,
Tarwebrood bruin koolhydraat verlaagd,241.0,17.2,21.0,8.9,3.8,150.0,0.0,stuk
Shandy,42.0,0.0,9.7,0.0,0.0,0.0,0.0,
Kalfsschnitzel ongepaneerd,104.0,22.4,0.0,1.6,0.0,0.0,0.0,
Gehakt kalfs-,214.0,19.0,0.3,15.1,0.3,0.0,0.0,
Kalfsoester,108.0,22.9,0.0,1.9,0.0,0.0,0.0,
Kalfslappen mager,104.0,21.8,0.0,1.9,0.0,0.0,0.0,
Kalfsriblappen,167.0,20.6,0.0,9.4,0.0,0.0,0.0,
Kalfsbraadworst,217.0,17.2,0.5,16.1,0.5,0.0,0.0,
Kalfssukadelappen,117.0,17.7,0.0,5.1,0.0,0.0,0.0,
Kalfsvleesreepjes,98.0,22.0,0.0,1.1,0.0,0.0,0.0,
Varkenspoulet,123.0,21.5,0.0,4.1,0.0,0.0,0.0,
Spek rook- mager,325.0,15.3,0.0,29.4,0.0,0.0,0.0,
Speklap bereid in eigen vet,435.0,29.1,0.0,35.4,0.0,60.0,0.0,
Shoarmavlees varkens-,146.0,19.9,0.6,7.0,0.6,0.0,0.0,
Runderborstlappen,152.0,22.3,0.0,7.0,0.0,0.0,0.0,
Gehakt kalfs- rul gebakken,286.0,27.1,0.2,19.6,0.1,0.0,0.0,
Runderbraadworst,207.0,18.1,1.0,14.6,0.0,0.0,0.0,
Spareribs varkens-,200.0,20.4,0.1,13.0,0.4,0.0,0.0,
Runder ribeye steak,170.0,21.2,0.0,9.4,0.0,0.0,0.0,
Runder T-bone steak,189.0,22.0,0.0,11.2,0.0,0.0,0.0,
Gehakt mager runder-,182.0,20.0,0.3,11.1,0.5,0.0,0.0,
Gehakt mager runder- rul gebakken,293.0,29.6,0.4,19.1,0.5,0.0,0.0,
Jus 75% vet gebonden bereid m juspoeder,625.0,1.2,7.4,65.6,0.2,60.0,200.0,
Jus 75% vet ongebonden bereid m juspoeder,632.0,1.2,5.1,67.4,0.2,60.0,200.0,
Jus 5% vet ongebonden bereid m juspoeder,69.0,0.9,4.6,5.1,0.2,60.0,200.0,
Kalfsschnitzel ongepaneerd bereid,144.0,29.4,0.0,2.9,0.1,60.0,0.0,
Schnitzel vegetarisch obv melk gevuld m kaas onbereid,218.0,14.8,16.6,9.6,3.0,60.0,200.0,glas
Schnitzel vegetarisch obv melk gevuld diverse smaken onbereid,206.0,11.4,19.8,8.3,3.8,60.0,200.0,glas
Pizza Turkse z toevoegingen,204.0,7.6,33.7,3.7,2.8,0.0,0.0,
Yoghurt Turkse 4% vet,69.0,3.9,3.3,4.2,0.0,0.0,150.0,bakje
Kaas Turkse 60+ obv koemelk blik,287.0,12.7,0.4,26.0,0.0,0.0,200.0,glas
Kaas schapen-/geiten- Turkse 50+ blik,297.0,15.5,0.1,26.1,0.0,60.0,0.0,
Tarwebrood bruin Turks,248.0,10.6,44.2,1.7,7.0,150.0,0.0,stuk
Yoghurt Turkse 10% vet,119.0,3.5,3.1,10.1,0.0,0.0,150.0,bakje
Paprika oranje,28.0,0.8,4.7,0.3,1.7,150.0,0.0,stuk
Bonen witte blik/glas,105.0,6.9,14.0,0.8,7.1,0.0,0.0,
Pap havermout- bereid m halfvolle melk,80.0,4.4,10.7,2.1,0.8,60.0,200.0,glas
Olie lijnzaad-,900.0,0.0,0.0,100.0,0.0,0.0,0.0,
Boterproduct melange,676.0,0.7,0.9,74.3,0.0,0.0,0.0,
Tarwebrood bruin natriumarm,236.0,9.8,42.9,1.7,5.0,150.0,0.0,stuk
Zemelen haver-,367.0,17.3,50.8,7.0,15.4,0.0,0.0,
Appelflap m bladerdeeg m roomboter,360.0,3.5,35.0,22.4,1.5,135.0,0.0,stuk
Siroop ahorn-,269.0,0.0,67.2,0.1,0.0,0.0,0.0,
Stroop appel- verrijkt m ijzer,287.0,1.6,67.6,0.0,5.2,135.0,0.0,stuk
Room spuitbus minder vet m suiker,222.0,2.6,11.3,18.5,0.1,150.0,0.0,stuk
Snoepje room- hard,414.0,0.5,83.9,8.6,0.1,0.0,0.0,
Tonijn bereid z vet,122.0,29.2,0.0,0.6,0.0,60.0,0.0,
Tilapia bereid z vet,128.0,26.2,0.0,2.7,0.0,60.0,0.0,
Gefrituurde peulvruchtensnack Bara Surinaams,287.0,7.6,40.8,9.7,3.4,0.0,0.0,
Yoghurt volle Activia m vruchten/vanille,94.0,3.8,12.2,3.0,0.6,0.0,150.0,bakje
Kaassouffle bereid m vlb frituurvet,359.0,7.3,29.8,23.1,1.0,60.0,0.0,
"Bladerdeeg m roomboter, bereid",614.0,7.0,40.0,47.0,1.4,60.0,0.0,
Knackebrod glutenvrij Fette Croccanti Schar,368.0,7.4,79.1,1.9,2.3,0.0,0.0,
Vleeswaren 10-20 g vet excl leverprod gem,200.0,15.3,3.3,14.0,0.1,0.0,0.0,
Peutermelk Hero Baby 4 p 100 ml,64.0,1.5,8.2,2.7,0.2,0.0,200.0,glas
Peutermelk Hero Baby 5 p 100 ml,64.0,1.5,8.2,2.7,0.2,0.0,200.0,glas
Pastinaak,71.0,1.8,11.0,1.1,4.7,0.0,0.0,
Dreumesmelk Nestle groeimelk 1+ p 100 ml,70.0,1.9,8.5,3.1,0.0,60.0,200.0,glas
Dreumesmelk Nestle groeimelk 2+ p 100 ml,71.0,2.1,9.9,2.5,0.0,60.0,200.0,glas
Saus ketjap-,253.0,1.6,61.0,0.1,1.0,0.0,0.0,
Gehakt kippen-,147.0,21.5,0.0,6.8,0.0,0.0,0.0,
Margarineproduct 60% vet >17g verz vetz,532.0,0.2,0.2,59.0,0.0,0.0,0.0,
Quinoa,354.0,14.1,57.2,6.1,7.0,150.0,0.0,stuk
Kaas 30+ jong,280.0,30.1,0.0,17.7,0.0,0.0,0.0,
Zuigelingenvoeding Kruidvat Standaard 1 p 100 ml,67.0,1.3,7.6,3.3,0.6,150.0,0.0,stuk
Opvolgmelk Kruidvat Standaard 2 p 100 ml,69.0,1.4,8.9,3.0,0.6,150.0,200.0,glas
Opvolgmelk Kruidvat Standaard 3 p 100 ml,71.0,1.5,9.0,3.1,0.6,150.0,200.0,glas
Kaas 30+ jong belegen,278.0,29.3,0.0,17.9,0.0,0.0,0.0,
Kaas 30+ belegen,306.0,31.9,0.0,19.8,0.0,0.0,0.0,
Kaas 30+ oud,307.0,31.7,0.0,20.0,0.0,0.0,0.0,
Kaasproduct m plantaardige vetten Kees jong belegen,387.0,29.0,0.0,30.1,0.0,0.0,0.0,
Kaasproduct m plantaardige vetten Kees oud,403.0,31.0,0.0,31.0,0.0,0.0,0.0,
Spread sandwich- overige smaken,186.0,1.6,14.9,13.2,0.9,0.0,0.0,
Salade coleslaw,191.0,1.4,7.1,16.9,1.9,0.0,0.0,
Plantaardig alternatief voor room obv soja Alpro Cuisine Light,61.0,2.0,2.5,4.7,0.4,150.0,0.0,stuk
Drink soja- z suiker verrijkt m calcium en vitamines,34.0,3.4,0.6,1.8,0.6,150.0,0.0,stuk
Bonen kidney- rode blik/glas,116.0,8.2,15.1,0.7,8.5,0.0,0.0,
Erwten kikker- blik/glas,140.0,7.9,17.9,2.5,7.2,0.0,0.0,
Tarwebrood volkoren verrijkt m vit D en vezel Vollerkoren,231.0,10.6,35.6,3.0,9.4,0.0,0.0,
Pasta vezelrijk Honig,336.0,11.0,64.0,1.5,11.0,0.0,0.0,
Bouillon 1-kops bereid,6.0,0.3,0.9,0.1,0.1,150.0,250.0,kom
Meergranenbrood bruin m zaden verrijkt m ijzer en vitamines Vikorn Vitaminebrood,265.0,11.4,39.9,5.5,5.0,150.0,0.0,stuk
Meergranenbrood bruin m zaden verrijkt m ijzer en vitamines Vikorn Volvezel,268.0,11.1,39.4,5.8,6.8,150.0,0.0,stuk
Mispel,50.0,0.5,10.6,0.2,1.7,0.0,0.0,
Ansjovis,125.0,20.4,0.0,4.8,0.0,0.0,0.0,
Yoghurtdrank Ayran Turks,33.0,2.3,2.0,1.6,0.0,0.0,150.0,bakje
Rundvlees gedroogd gekruid Pastirma Turks,155.0,30.0,2.0,3.0,0.0,150.0,0.0,stuk
Gehakt runder- ambachtelijke slagerij,180.0,20.0,0.3,10.9,0.5,0.0,0.0,
Hummus naturel,320.0,7.7,11.3,25.8,5.4,0.0,0.0,
Zeekraal,14.0,0.7,1.1,0.2,2.5,0.0,0.0,
Tarwebrood volkoren fijn m zaden,273.0,12.3,35.8,7.3,7.8,0.0,0.0,
Tarwebrood volkoren fijn m zonnebloempitten,282.0,11.7,36.2,8.6,6.7,0.0,0.0,
Tarwebrood volkoren grof m zaden,275.0,12.6,35.1,7.5,8.0,0.0,0.0,
Tarwebrood volkoren grof m zonnebloempitten,284.0,12.1,35.6,8.9,6.9,0.0,0.0,
Tarwebrood volkoren grof m pompoenpitten,276.0,13.6,34.4,7.8,7.0,0.0,0.0,
Bier wit,47.0,0.5,3.7,0.0,0.3,0.0,250.0,glas
Wodka,234.0,0.0,0.0,0.0,0.0,0.0,0.0,
Vruchtendrank appelnectar,37.0,0.0,9.1,0.0,0.0,135.0,0.0,stuk
Kiwi gele,66.0,1.0,12.4,0.3,1.4,75.0,0.0,stuk
Asperge groene,28.0,3.0,2.8,0.1,2.1,0.0,0.0,
Olijven zwart in water blik/glas,162.0,0.9,1.7,14.0,12.5,0.0,200.0,glas
Pesto rode,368.0,5.0,7.0,35.0,2.4,0.0,0.0,
Worst grill- kip,209.0,13.8,4.4,15.0,0.3,0.0,0.0,
Zeewier nori gedroogd,254.0,31.5,10.5,1.5,36.3,0.0,0.0,
Noodles instant bereid,227.0,3.4,27.8,11.1,1.4,60.0,0.0,
Salade kip-sate- lunch/borrel,262.0,9.6,16.5,17.3,1.0,0.0,0.0,
Salade zalm- lunch/borrel,338.0,9.3,5.2,31.0,0.4,0.0,0.0,
Salade tonijn- lunch/borrel,288.0,11.4,6.2,24.1,0.3,0.0,0.0,
Salade krab- lunch/borrel,282.0,5.2,11.5,24.0,0.1,0.0,0.0,
Salade garnalen- lunch/borrel,299.0,6.7,5.9,27.6,0.3,0.0,0.0,
Popcorn zoute gepoft z olie,377.0,12.7,70.3,3.9,4.9,0.0,0.0,
Tarwestokbrood wit m kruidenboter kant-en-klaar,303.0,7.8,39.4,12.2,2.3,150.0,0.0,stuk
Oliebol ongevuld,241.0,6.6,31.2,9.6,1.5,0.0,0.0,
Brownie ongevuld,420.0,4.4,55.1,19.8,1.6,0.0,0.0,
Taai-taai,353.0,5.3,79.9,0.9,2.1,0.0,0.0,
Melk halfvolle lactosevrij,44.0,3.4,4.4,1.5,0.0,0.0,200.0,glas
Boter kruiden-,623.0,1.2,2.1,67.7,0.5,150.0,0.0,stuk
Stroop schenk-,288.0,0.0,72.0,0.0,0.0,0.0,0.0,
Olie kokos-,892.0,0.0,0.0,99.1,0.0,0.0,0.0,
Fudge/karamel zachte,435.0,1.9,70.8,16.0,0.3,0.0,0.0,
Muisjes gestampte/roze&witte/blauwe&witte,402.0,2.0,92.0,2.4,2.2,150.0,0.0,stuk
Vlokken chocolade- mix wit en puur,450.0,3.2,75.2,14.4,3.5,0.0,0.0,
Siroop vruchtenlimonade- m suiker en zoetstof 20-25 g KH,94.0,0.1,23.3,0.0,0.0,150.0,0.0,stuk
Siroop vruchtenlimonade- m 45-50 mg vit C,238.0,0.0,59.6,0.0,0.0,0.0,0.0,
Mentos,387.0,0.0,92.5,1.9,0.0,0.0,0.0,
Surimi,122.0,6.8,15.5,3.6,0.3,0.0,0.0,
Chips tortilla overige smaken,487.0,6.6,56.6,25.0,4.6,0.0,0.0,
Sardines gegrild,171.0,25.3,0.0,7.8,0.0,0.0,0.0,
Vis vet >5 g vet gem bereid in magnetron z toev,202.0,24.7,0.0,11.5,0.0,60.0,0.0,
Filodeeg onbereid,286.0,8.0,57.9,1.9,2.4,60.0,0.0,
Melkdrank Yakult Plus,45.0,1.3,10.2,0.0,3.1,0.0,200.0,glas
Bier Radler,39.0,0.4,6.5,0.0,0.1,0.0,250.0,glas
Bier bok-,61.0,0.6,5.2,0.0,0.3,0.0,250.0,glas
Yoghurt halfvolle lactosevrij,42.0,4.5,2.0,1.5,0.0,0.0,150.0,bakje
Yoghurtdrank Actimel vruchten,72.0,2.7,11.7,1.5,0.5,0.0,150.0,bakje
Koolvis (Alaska),72.0,16.4,0.0,0.7,0.0,0.0,0.0,
Koolvis (Alaska) gestoomd,120.0,27.4,0.0,1.2,0.0,0.0,0.0,
Tongschar,73.0,16.7,0.0,0.7,0.0,0.0,0.0,
Pangasius,74.0,14.9,0.0,1.6,0.0,0.0,0.0,
Rostirondjes diepvries onbereid,178.0,2.0,24.5,7.3,3.4,60.0,0.0,
Vleeswaren natriumarm,179.0,16.1,3.5,11.1,0.2,0.0,0.0,
Wafel rijst- naturel z zout,390.0,6.6,81.8,3.0,4.7,0.0,0.0,
Tarwebrood volkoren fijn m pompoenpitten,274.0,13.2,35.0,7.5,6.8,0.0,0.0,
Tarwebrood gem v bruin en volkoren,235.0,10.5,41.0,2.0,5.8,150.0,0.0,stuk
Tarwebrood gem v bruin en volkoren m zaden,275.0,11.9,37.2,7.1,7.2,150.0,0.0,stuk
Halvarineproduct Vita d'Or Goed begin,347.0,0.0,1.1,38.0,0.1,0.0,0.0,
Artisjokharten blik/glas,27.0,2.1,1.5,0.4,4.8,0.0,0.0,
Sla romaine,17.0,1.2,1.2,0.3,2.1,0.0,0.0,
Olie rijst-,900.0,0.0,0.0,100.0,0.0,0.0,0.0,
Olie frituur-,900.0,0.0,0.0,100.0,0.0,0.0,0.0,
Olijven gem in water blik/glas,122.0,0.9,0.8,11.6,5.6,0.0,200.0,glas
Halvarine 40% vet <17 g verz vetz verrijkt m vit E,360.0,0.0,0.0,40.0,0.0,0.0,0.0,
Meloen cantaloupe,38.0,0.8,7.9,0.2,0.9,0.0,0.0,
Bak- en braadvet Vita d'Or Vlees&jus vloeibaar,878.0,0.3,0.9,97.0,0.0,60.0,200.0,
Saus chili-,149.0,0.3,35.8,0.3,0.7,0.0,0.0,
Saus knoflook- 30-<40% olie,378.0,1.0,12.0,36.2,0.2,3.0,0.0,teentje
Runderrosbief (vleeswaar),156.0,27.2,0.2,5.1,0.0,0.0,0.0,
Saus bolognese- kant-en-klaar glas,101.0,4.3,8.5,5.3,0.8,0.0,0.0,
Hagelslag chocolade- extra puur,424.0,7.8,53.7,18.3,6.6,0.0,0.0,
Marmelade,260.0,0.3,63.9,0.2,0.8,0.0,0.0,
Soeppoeder,372.0,9.6,54.2,12.1,4.0,0.0,250.0,kom
Zoutje luchtig mais- Organix Goodies,452.0,8.2,73.2,13.7,1.6,0.0,0.0,
Vlokken chocolade- wit,458.0,5.9,77.0,14.0,0.0,0.0,0.0,
Kaas Heks'n-,356.0,1.9,9.7,34.3,0.4,0.0,0.0,
Siroop gember-,215.0,0.0,52.2,0.4,1.2,0.0,0.0,
Schuimpje,366.0,2.1,89.2,0.1,0.0,150.0,0.0,stuk
Kokoswater naturel,18.0,0.0,4.5,0.0,0.0,0.0,200.0,glas
Stroop appel- peren,253.0,1.1,60.3,0.0,3.8,135.0,0.0,stuk
Kaas Feta,274.0,16.6,0.6,22.8,0.0,0.0,0.0,
Nasischijf diepvries onbereid,197.0,5.3,31.4,5.4,0.7,60.0,0.0,
Yoghurtdrank verrijkt m calcium,55.0,1.8,11.7,0.0,0.0,0.0,150.0,bakje
Vruchtendrank m zuivel m suiker en zoetstof,32.0,0.1,7.8,0.0,0.0,150.0,0.0,stuk
Kroket oven- vlees diepvries onbereid,247.0,8.1,21.5,14.0,1.2,60.0,0.0,
Kaas room- m kruiden 25-30 g vet,291.0,5.3,3.4,28.4,0.0,150.0,0.0,stuk
IJs sorbet-,126.0,0.2,30.8,0.1,0.9,0.0,0.0,
Kaas witte 45+,247.0,17.1,0.6,19.6,0.0,0.0,0.0,
Bitterbal oven- diepvries onbereid,246.0,7.9,21.3,14.1,1.2,60.0,0.0,
Halvarineproduct Vita d'Or Bewust light,270.0,0.0,0.0,30.0,0.1,0.0,0.0,
Broodje frikandel- bladerdeegbasis,327.0,8.0,25.4,21.2,0.9,0.0,0.0,
Focaccia,266.0,7.7,38.4,8.7,1.7,0.0,0.0,
Zoutje bladerdeeg-,501.0,10.0,53.0,27.0,2.9,0.0,0.0,
Olie sesam-,898.0,0.2,0.0,99.7,0.0,0.0,0.0,
Kaas Ricotta,141.0,8.0,3.9,10.3,0.0,0.0,0.0,
Pinda's omhuld m melkchocolade,568.0,16.1,35.5,39.1,4.8,0.0,200.0,handje
Dreumesmelk Kruidvat 4 p 100 ml,68.0,1.5,8.9,2.8,0.6,150.0,200.0,glas
Peutermelk Kruidvat 5 p 100 ml,51.0,1.2,6.9,1.9,0.6,150.0,200.0,glas
Ontbijtproduct Tresor Kellogg's,448.0,7.4,67.3,15.7,3.8,0.0,0.0,
Ontbijtproduct Honey pops Kellogg's,389.0,5.0,88.0,1.0,4.0,0.0,0.0,
Bessen goji- gedroogd,343.0,14.3,64.1,0.4,13.0,0.0,0.0,
Hennepzaad,592.0,31.6,4.7,48.8,4.0,0.0,0.0,
Chiazaad gedroogd,443.0,16.5,7.7,30.7,34.4,0.0,0.0,
Bessen moerbei-,45.0,1.4,8.1,0.4,1.7,60.0,0.0,
Olie koolzaad-/raapzaad-,899.0,0.0,0.0,99.9,0.0,0.0,0.0,
Munt vers,49.0,3.8,5.1,0.7,3.5,0.0,0.0,
Olie palm-,899.0,0.0,0.0,99.9,0.0,0.0,0.0,
Koffie latte macchiato vers bereid,46.0,2.5,3.4,2.5,0.0,60.0,125.0,kopje
Tarwebrood volkoren tijger-,238.0,10.8,40.5,2.2,6.4,0.0,0.0,
Olie plantaardig gem,898.0,0.1,0.0,99.7,0.0,0.0,0.0,
Drop m schuim,334.0,6.1,76.6,0.3,0.6,150.0,0.0,stuk
Tarwemaisbrood wit m zaden,298.0,12.3,40.1,8.5,6.1,0.0,0.0,
Tarwebrood wit gem v melk- en waterwit m zaden,287.0,10.7,43.2,6.9,4.3,0.0,200.0,glas
Noten amandelen m vliesje,622.0,25.4,5.0,53.4,10.2,0.0,0.0,handje
Noten para-,687.0,14.3,2.6,67.1,7.5,0.0,0.0,handje
Biscuit melk- AH/Jumbo,488.0,9.9,62.0,21.0,5.5,150.0,200.0,glas
Thee automaat- m suiker,15.0,0.0,3.7,0.0,0.0,150.0,125.0,kopje
Koffie automaat- m suiker,16.0,0.2,3.8,0.0,0.0,150.0,125.0,kopje
Soep tomaten- m vermicelli,24.0,0.8,3.6,0.6,0.8,0.0,250.0,kom
Biscuit ontbijt- Liga Belvita,446.0,7.7,67.7,14.8,5.5,150.0,0.0,stuk
Kikkers/muizen fondant m chocolade,393.0,1.0,84.7,5.3,0.9,150.0,0.0,stuk
Sap vruchten- Healthy People Cranberry,49.0,0.1,12.0,0.0,0.0,0.0,200.0,
Bier Radler alcoholvrij,34.0,0.2,8.3,0.0,0.0,0.0,250.0,glas
"Rijst noten- m geconfijt fruit, noten en zaden",385.0,7.9,51.7,15.1,5.6,150.0,0.0,handje
Salade kaas- lunch/borrel,422.0,9.0,6.8,39.4,0.4,0.0,0.0,
Perzik m schil,40.0,1.0,7.2,0.1,2.0,150.0,0.0,
Vruchtendrank sap m water,22.0,0.2,5.0,0.0,0.1,0.0,200.0,glas
Koek ontbijt- m chocolade,316.0,2.8,67.1,3.3,3.5,0.0,0.0,
Pap Nestle Pyjamapapje kant-en-klaar,83.0,2.3,12.3,2.7,0.4,0.0,0.0,
Gehakt rul vegetarisch obv soja onbereid verrijkt m ijzer en vit B12 De Vegetarische Slager,125.0,24.0,2.9,0.5,6.4,60.0,0.0,
Suiker poeder-,396.0,0.0,99.0,0.0,0.0,150.0,0.0,stuk
Chocolade gevuld m karamel Rolo,477.0,4.4,68.4,20.4,1.2,0.0,0.0,
Varkensrollade (vleeswaar),129.0,19.7,1.1,5.1,0.1,0.0,0.0,
Cracker mini- naturel,442.0,10.9,69.3,12.9,2.7,0.0,0.0,
Cracker mini- m smaakje,435.0,10.4,68.3,12.6,3.5,0.0,0.0,
Aardappelschijfjes/-partjes ed gekruid diepvries onbereid,134.0,2.5,21.2,3.8,2.5,150.0,0.0,stuk
Tapenade v tomaten,291.0,3.1,12.2,24.7,4.0,0.0,0.0,
Drink rijst- z suiker,65.0,0.3,13.7,1.0,0.3,150.0,0.0,stuk
Aioli,726.0,1.5,2.9,78.6,0.1,0.0,0.0,
Knackebrod Oerknack Bolletje,427.0,15.0,60.3,12.3,7.5,0.0,0.0,
Beschuit boeren-,440.0,16.0,56.0,15.0,8.5,150.0,0.0,stuk
Walnoten,706.0,15.9,5.1,68.1,4.6,0.0,0.0,handje
Noten macadamia,753.0,7.8,5.4,76.1,8.0,0.0,0.0,handje
Noten pistache,592.0,23.8,10.8,48.3,9.5,0.0,0.0,handje
Noten amandelen m vliesje,622.0,25.4,5.0,53.4,10.2,0.0,0.0,handje
Drink amandel- m suiker verrijkt m calcium en vitamines,23.0,0.4,2.9,1.1,0.2,150.0,0.0,stuk
Drink amandel- z suiker verrijkt m calcium en vitamines,13.0,0.3,0.5,1.1,0.2,150.0,0.0,stuk
Kiwi gem,64.0,1.0,11.4,0.6,2.0,75.0,0.0,stuk
Guacamole,153.0,1.7,2.5,14.5,2.6,0.0,0.0,
Glazuur suiker-,354.0,0.0,88.4,0.0,0.0,150.0,0.0,stuk
Ontbijtproduct Cornflakes Plus/1 de Beste,381.0,8.0,83.1,1.1,3.3,0.0,0.0,
Boterproduct melange,675.0,0.7,0.9,74.3,0.0,0.0,0.0,
Ontbijtproduct Choco moons Crownfield,382.0,11.7,71.9,3.3,9.1,0.0,0.0,
Ontbijtproduct Honey hoops Crownfield,379.0,6.3,80.1,2.2,6.7,0.0,0.0,
Ontbijtproduct Chocoschelpjes G'woon,402.0,9.5,77.0,4.8,6.3,0.0,0.0,
Ontbijtproduct Choco chocos Plus,392.0,8.3,80.9,3.1,3.5,0.0,0.0,
Siroop vruchtenlimonade- m zoetstof Karvan Cevitam,25.0,0.2,5.9,0.0,0.1,0.0,0.0,
Wafel rijst- m vruchtensmaak Organix,390.0,6.8,88.0,1.1,0.3,0.0,0.0,
Tzatziki,156.0,4.0,4.1,13.4,0.6,0.0,0.0,
Cake madeleine cakereepjes Lotus,424.0,6.2,49.4,21.4,4.5,60.0,0.0,
Kruidnoten,442.0,5.8,77.1,11.8,2.0,150.0,0.0,handje
Chocolade extra puur,578.0,9.2,27.2,45.4,11.8,0.0,0.0,
Bakmix voor pannenkoeken meergranen-,340.0,11.3,67.5,1.5,6.0,0.0,0.0,
IJs room- m karamel en noten,243.0,3.2,29.8,12.3,0.3,0.0,0.0,handje
Saus oester-,105.0,1.5,24.3,0.2,0.3,0.0,0.0,
Anijszaad,384.0,17.6,35.4,15.9,14.6,0.0,0.0,
Noten pecan- gebrand m olie,750.0,9.2,4.3,75.2,9.5,0.0,0.0,handje
Gehaktbal varkens- m ei en paneermeel,189.0,19.2,5.2,10.1,0.3,60.0,0.0,
Ontbijtproduct Honingringetjes 1 de Beste,374.0,9.7,73.6,3.1,6.3,0.0,0.0,
Worst met-,484.0,22.3,2.7,42.5,0.8,0.0,0.0,
Bonen black eyed blik/glas,126.0,7.8,18.9,0.9,5.7,0.0,0.0,
Linzen bruine blik/glas,112.0,7.6,15.6,0.8,5.8,150.0,0.0,stuk
Bonen cannellini blik/glas,113.0,7.1,15.0,1.1,7.1,0.0,0.0,
Bonen chili- blik/glas,106.0,6.3,15.8,0.8,5.1,0.0,0.0,
